ツイートID,ツイート時刻,ツイート内容,いいね数,リツイート数,ID,ユーザID,アカウント名,自己紹介文,フォロー数,フォロワー数,アカウント作成日時,自分がフォローしているか？,アイコン画像URL,ヘッダー画像URL,WEBサイト
1493807161319002113,2022-02-16_13:39:15,RT @k4sen: k4senさんが上手くて別人の可能性を疑うアルスアルマル　【にじさんじ切り抜き/アルス・アルマル】 https://t.co/QIKhjdMTue @YouTubeより,0,306,1250778269491716102,ryta_250,りゅ太🍀,"イラスト描きます。いろいろしてます。よくいろんなものに追われてます。🎨、💻💙、🎻🛵、🔪🍅
受験生。",1062,94,2020-04-16_22:31:04,False,http://pbs.twimg.com/profile_images/1475847523759980554/PwW9Ymg9_normal.jpg,,https://t.co/W6hg4Q4RBO
1493807148895117314,2022-02-16_13:39:12,"RT @HiguchiKaede: 今日１９時よりプレミア公開！
【FF14】完全初見・エレメスキャラメイク【にじさんじ / 樋口楓】 https://t.co/dQIfKnVl7Y @YouTubeより 

コラボ前にソロで初見キャラクリした時の動画です！
３時間ぐらいの録画…",0,301,819277895545724928,10deresk29,でれすけ,何か当たりたい😼rz,142,25,2017-01-12_05:20:46,False,http://pbs.twimg.com/profile_images/868377482516324352/2dP6Lcx5_normal.jpg,,
1493807099633369088,2022-02-16_13:39:00,RT @tcb0: 【お知らせ】にじさんじ所属の緑仙さんとアンジュ・カトリーナさんの「クイーンオブハート」歌ってみた動画のイラストを担当させていただきました。よろしくお願いいたします！　https://t.co/soDk1LYFuq https://t.co/RMDFczyg0S,0,996,1294629969352507392,NakoKonami,小波なこ,騒ぐ垢@Konape0x0 ￤マロhttps://t.co/gQCBkrBro2￤,98,3187,2020-08-15_22:40:20,False,http://pbs.twimg.com/profile_images/1488872795677159424/S1QVVj0v_normal.jpg,,
1493807079228076034,2022-02-16_13:38:55,"酒蔵コラボかー
ホロライブ、ホロスターズ、にじさんじ、メイカ、のりぷろ
上げ始めたらキリがない",0,0,1271267804646223872,tamaonsenSP,空太@情報部兼音泉民サポートセンター💙♨️,※この垢はK'sさん及び魂音泉の公式のものでは無いです Kokorobeatsっ子💙♨️ #ぴたぱんっ でヲタ芸する人(99勢)ホロ箱推し https://t.co/wAB7oW72GD,501,297,2020-06-12_11:27:29,False,http://pbs.twimg.com/profile_images/1472976067963277316/LvKswlbJ_normal.jpg,,
1493807077961367554,2022-02-16_13:38:55,"にじさんじ 4周年(4th Anniversary)グッズ 交換

譲  
缶バッジ 💧2、🔫1、☯️1、🥼🌱😺1
ポストカード 🥼🌱😺、🎤、👑
アクリルカード  🥼🌱😺、🎲

求
同異種🥂✨

郵送でのお取引希望です。どなたでも… https://t.co/5fkYNt6oq8",0,0,1123451373998231552,f__sk_,すしざんまい瓶詰めラブパワー♡・.* *.・♡,取引垢  本垢提示も可能です,0,0,2019-05-01_13:57:35,False,http://pbs.twimg.com/profile_images/1357520874123841537/ajhyo3MV_normal.jpg,,
1493807049360441344,2022-02-16_13:38:48,"RT @jinguji777ch: 2月16日㈬21時～
#アモアス部 #乙女村
参加者一覧（敬称略）

神宮寺ママ
今井麻美（声優）
西園チグサ（にじさんじ）
レイン・パターソン（にじさんじ）
オリバー・エバンス（にじさんじ）
柚原いづみ（あにまーれ）
あるまじろ
ギン
ma…",0,544,1320352395394650115,sion__OxO,しおん,にじさんじ垢  ろふまお/🏢を中心に推させていただいています！いつか推しにコメント読まれるのが夢💭,26,6,2020-10-25_22:12:18,False,http://pbs.twimg.com/profile_images/1320352633962426368/lehFlM_4_normal.jpg,,
1493807002232885248,2022-02-16_13:38:37,【手描きにじさんじ】ブチ切れる不破湊教官 https://t.co/3gD8bqx5v5 via @YouTube,0,0,4832205552,wanpiseu,mae ꪔ̤̫ ꪔ̤̫ ꪔ̤̫,💧中心 + cr 🐹 + more | FUB free | i make noise | ic: @namiwuna 🤓🦶,578,404,2016-01-30_07:57:06,False,http://pbs.twimg.com/profile_images/1444575840876974091/8LrjHP_d_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,https://t.co/Y9eUTgJ6ea
1493806996599939073,2022-02-16_13:38:36,"Vtuberって何かと思ってた

にじさんじって
ヴィンスモーク家の話かと思ってた",0,0,1305870918581776385,ACE045290,火拳のエース*･゜(アスマ),アカウント名 火拳のエース☆*°で頑張ってます 同盟 ポラリス所属 /チョッパー連合/エース連合/エース推しです。 初ランカーS67 84位 火拳→酔拳→派遣→宴会→真紅→たぬき→火拳,1024,1251,2020-09-15_23:08:23,False,http://pbs.twimg.com/profile_images/1483800251655868419/GhBouU8I_normal.jpg,,
1493806946738081793,2022-02-16_13:38:24,"RT @nijisanji_app: 【公式ファンクラブ にじさんじ4周年企画！】

公式ファンクラブ「にじさんじ FAN CLUB」にて、にじさんじ4周年企画として「ライバー絵日記リレー」と「絵日記アーカイブの無料公開」を実施！
※投稿は、「にじさんじ総合ファンクラブ」での投…",0,1276,1366731990624428037,yuru__reality,猫糸 ゆる。,,35,27,2021-03-02_21:48:00,False,http://pbs.twimg.com/profile_images/1482650764375834627/mK4vlRrX_normal.jpg,,
1493806935518617600,2022-02-16_13:38:21,"RT @KazakiMorinaka: うおおおおおおおおおおおおおおおおおおおおおおおおおおお
ガチャの時間じゃあああああ！！！！
今日からもやし生活始めます

12時から
【ウマ娘プリティーダービー】待望！S1ランクの私、ファインモーション完凸目指して限界までガチャを回す【…",0,114,1266701233747722245,___nijiotaku,くりん🐻🎶☪️,ただのヲタク/JK/最推し♡森中花咲/推しを上手く描けるように練習中/,282,29,2020-05-30_21:01:46,False,http://pbs.twimg.com/profile_images/1314188792182394882/SgkCIW78_normal.jpg,,
1493806924089151488,2022-02-16_13:38:18,"#PetraOnAir にじさんじENがA3!の組員だったら…
春組　エリーラ　ロゼミ　シュウ
夏組　ポム　ルカ　ミリー　フィナーナ　ミスタ
秋組　セレン　ヴォックス　エナー
冬組　ペトラ　アイク　ニナ　レイム

支配人?GOD座… https://t.co/FR2Xg5Li0I",0,0,1481616947666370563,doooooodlealot,ゐ,20↑ | JP & EN (non-native) | started learning Chinese | 🌈🕒 🦊・❤️💙・❤️🧡・女の子全般 手探りで切り抜きしてます　お絵描き 作業の話多め (注)転載禁止 DO NOT reprint.,26,6,2022-01-13_22:20:30,False,http://pbs.twimg.com/profile_images/1487527002496454656/r7K-vr_t_normal.jpg,,https://t.co/XeXBV67hP2
