ツイートID,ツイート時刻,ツイート内容,いいね数,リツイート数,ID,ユーザID,アカウント名,自己紹介文,フォロー数,フォロワー数,アカウント作成日時,自分がフォローしているか？,アイコン画像URL,ヘッダー画像URL,WEBサイト
1493806459154759684,2022-02-16_13:36:28,RT @Fuwa_Minato: Ado、天月-あまつき-、Ayase、あらなるめい、浦島坂田船、カンザキイオリ、Giga、佐々木裕、syudou、Sou、そらる、田中秀和(MONACA)、Neru、羽生まゐご、堀江晶太、luz、宇都圭輝、AtRバンド、かいりきベア、西川貴教、…,0,7084,1317457957374676993,kazuscarapng,ruka.,multifandom. rt heavy. excessive cursing.,43,16,2020-10-17_22:30:47,False,http://pbs.twimg.com/profile_images/1493057850196709383/dIeo04zE_normal.jpg,,
1493806392876011520,2022-02-16_13:36:12,@FIowerprincess4 ←まふまふ,0,0,1473897413794758658,__9rmn__,💖ｵﾁｬﾝ夫人さん💖,何もかも全て、💋🌹アレン様【@Allen_Japan_No1】🌹💋大先生の、ぉ陰。 ※激しくォマンコを、ィジってみてネッ🌷✨💖✨💖✨💖✨💖✨💖❣️,250,244,2021-12-23_15:05:12,False,http://pbs.twimg.com/profile_images/1473911413764935680/myuARROH_normal.jpg,,
1493806294356357120,2022-02-16_13:35:48,"https://t.co/lQu9Xcjdcx
まふまふの肉が流れてるかもよ
は笑うww",0,0,1298498767604207616,butachan5681,ぶーちゃ,"旧キット大好き(*'▽'*)♪
プラモ垢です(*^^*)
ガンプラとか作ります。",243,197,2020-08-26_14:53:33,False,http://pbs.twimg.com/profile_images/1492152550656983043/hilMmLNs_normal.jpg,,
1493806292195966977,2022-02-16_13:35:48,"RT @mafuAnniversary: 投稿3周年！
【MV】曼珠沙華／まふまふ https://t.co/yBnGvTQjKI #sm34635739

作詞作曲・歌唱：まふまふ
編曲：佐々木裕",0,149,1282579571762589696,1QHrtoi2lpvwcjE,トモ💚💜❤💛,"サブ垢(*'-')USSS大好きです
特に年下組のさかせん大好きすぎる(* ´ ˘ ` *)
4人一緒が1番楽しいのですが♡


ひきフェス。
大好きなあんくさんが一緒に…✧*｡(ˊᗜˋ*)✧*｡",24,7,2020-07-13_16:36:58,False,http://pbs.twimg.com/profile_images/1479031052878630912/QlZdoT1B_normal.jpg,,
1493806195668185091,2022-02-16_13:35:25,まふまふのしょうたいはまさきふじもとだった,1,1,1085493344891953153,kusahara_yoisho,ma,アイコンはお友達が作ってくれました！ うまた、ありがとう🥰🥰,106,42,2019-01-16_20:05:55,False,http://pbs.twimg.com/profile_images/1255117717863952384/QowhnJbC_normal.jpg,,
1493806156430843906,2022-02-16_13:35:15,†まふまふ†,0,0,742499316074348546,MafuMafu_Bot_,まふまふbot,ニコニコ動画にて歌ってみた動画やオリジナル曲を投稿している、まふまふ（@uni_mafumafu）さんの非公式botです　ＴＬには反応しません　リプライについては、まだ設定していないのでしばらくお待ちください　フォロー返しは手動で行っております　アイコンは（@yukikoko525）さんから　フリーアイコンです,4,206,2016-06-14_08:30:06,False,http://pbs.twimg.com/profile_images/742510415469379584/GBBp2oPT_normal.jpg,,
1493806150797905923,2022-02-16_13:35:14,"RT @zuki_tuki: 潤羽るしあ追ってないのにみけねこについて詳しくなっていくTLいや過ぎる
33歳中絶経験ありキャバ嬢でまふまふガチ恋勢か……",0,309,802546988457684992,Noe_LainY,山田乃絵瑠,西木野真姫のオタク,1160,1038,2016-11-27_01:18:07,False,http://pbs.twimg.com/profile_images/1292944787406852096/T_fEoMWm_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,
1493805944547180545,2022-02-16_13:34:25,"RT @uni_nandemoya: 3月23日発売
「まふまふ トリビュートアルバム 〜転生〜」
参加アーティストが追加発表されました！

＜ボーカリスト＞
西川貴教
不破湊
まぬんちゃん

＜編曲＞
かいりきベア
１５０Ｐ
宇都圭輝
AtRバンド
まふまふバンド

収録曲も…",0,8229,982843004904923137,uni_fuwarii,ふわり,🤍 𝚞𝚗𝚒_𝚖𝚊𝚏𝚞𝚖𝚊𝚏𝚞⌇𝚈𝚘𝚞 𝚊𝚛𝚎 𝚖𝚢 𝚘𝚡𝚢𝚐𝚎𝚗.⌇𝚃𝚑𝚊𝚗𝚔 𝚢𝚘𝚞 ໒꒱ 𝙵𝚊𝚖 ▸▸ @huuri_mafu_ange 𝙸𝚖𝚙 ▸▸ @uni_mafukundayo 𝚂𝚒𝚜 ▸▸ @koneko0404,767,663,2018-04-08_13:50:07,False,http://pbs.twimg.com/profile_images/1453129881160613889/NkdCXEvN_normal.png,,
1493805142713384960,2022-02-16_13:31:14,RT @Fuwa_Minato: Ado、天月-あまつき-、Ayase、あらなるめい、浦島坂田船、カンザキイオリ、Giga、佐々木裕、syudou、Sou、そらる、田中秀和(MONACA)、Neru、羽生まゐご、堀江晶太、luz、宇都圭輝、AtRバンド、かいりきベア、西川貴教、…,0,7084,1307315877797224448,uni_fuyusan18,冬蔦🥞💫,暇人 音ゲー好き RT垢です フォロバしません あと全然鍛冶屋じゃないです アイコン絵師様 @03_Bara_ ヘッダー絵師様 @TeraAru6262,1251,66,2020-09-19_22:49:55,False,http://pbs.twimg.com/profile_images/1446706296552505346/yXA6oqcI_normal.jpg,,
1493804840312778756,2022-02-16_13:30:02,RT @Fuwa_Minato: Ado、天月-あまつき-、Ayase、あらなるめい、浦島坂田船、カンザキイオリ、Giga、佐々木裕、syudou、Sou、そらる、田中秀和(MONACA)、Neru、羽生まゐご、堀江晶太、luz、宇都圭輝、AtRバンド、かいりきベア、西川貴教、…,0,7084,1472532589491929095,tomato_sannn12,とまと,絵が趣味です！無言フォロー失礼しますｯｯｯｯ！vやアニメが好き、、！最近ショタコン疑惑でてる😢,121,6,2021-12-19_20:41:55,False,http://pbs.twimg.com/profile_images/1472572422515998721/bVDqIwV7_normal.jpg,,
1493804838815432705,2022-02-16_13:30:01,"RT @Ten9393: 『まふまふ トリビュートアルバム ～転生～』西川貴教、不破湊、まふまふバンドらが参加
https://t.co/qznHQPhMhS",0,7,175355365,Dkaname,™®どる,TMR用アカウントだったのが、今や日常雑多アカに。西川ちゃんをはじめB'zなどの音楽、漫画、雑貨、育児などなど。たまに荒ぶりたまに腐ります。ふぁぼRTしまくり。FRBご自由に,1557,206,2010-08-06_20:12:33,False,http://pbs.twimg.com/profile_images/378800000645359687/97bbac551b313a78511a95f9f3653b76_normal.jpeg,http://abs.twimg.com/images/themes/theme1/bg.png,
1493804694036414465,2022-02-16_13:29:27,"RT @hikirusu_S: Vtuber潤羽るしあの配信にまふまふからのメッセージが映る
↓
るしあとまふまふが同棲!?バチャ豚と歌い手界隈巻き込んで大炎上
↓
潤羽るしあファンが #るしあ大好きだよ でツイート、トレンド入り
↓
Twitterが #WeLoveRussi…",0,11068,1424986186146193414,KURO_0_1,くろ,最近ホロライブにハマりつつある。,80,4,2021-08-10_15:49:53,False,http://pbs.twimg.com/profile_images/1466034420268208146/Ei7gglSg_normal.jpg,,
1493804652864831488,2022-02-16_13:29:17,"RT @uni_nandemoya: 3月23日発売
「まふまふ トリビュートアルバム 〜転生〜」
参加アーティストが追加発表されました！

＜ボーカリスト＞
西川貴教
不破湊
まぬんちゃん

＜編曲＞
かいりきベア
１５０Ｐ
宇都圭輝
AtRバンド
まふまふバンド

収録曲も…",0,8229,1175402614726377473,o___risa,おうり,,71,3,2019-09-21_22:34:11,False,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,
1493804602235383810,2022-02-16_13:29:05,RT @Fuwa_Minato: Ado、天月-あまつき-、Ayase、あらなるめい、浦島坂田船、カンザキイオリ、Giga、佐々木裕、syudou、Sou、そらる、田中秀和(MONACA)、Neru、羽生まゐご、堀江晶太、luz、宇都圭輝、AtRバンド、かいりきベア、西川貴教、…,0,7084,1251476087386763264,Febysher,SHERLITA/シライ,🍓👑 | 💫✨ | 🇮🇩人 | ID/ENG/日本語(少し) | 02.10 | FA/OCs | 18↓ | MultiFandom | IG @Febysher 、どうもシライです、よろしくね〜！(*´꒳`*)💕 Commission : https://t.co/HM3AYCTHRS,997,722,2020-04-18_20:42:13,False,http://pbs.twimg.com/profile_images/1436300156563955714/n2cVexNs_normal.jpg,,https://t.co/ZVekP1swLI
1493804529804275712,2022-02-16_13:28:48,昨日Neruさん脱獄を久しぶりに聞いてたんだけど、まふまふバンドの新保さんと白神さんがいて、この頃から活動してたんだなぁって思ってた,0,0,1084103313568612352,_Citron_Bombe_,檸檬ᓚᘏᗢ,20↑ After the Rain そらる×まふまふ【@soraruru】【@uni_mafumafu】 三矢禅晃さん【 @Gibson_Mitsuya 】,154,72,2019-01-13_00:02:26,False,http://pbs.twimg.com/profile_images/1428572510447042560/nRj9Ey_m_normal.png,,
1493804508337827842,2022-02-16_13:28:42,"RT @65noa: まふまふ×潤羽るしあ 過去の匂わせ画像
①ペアマグカップを使っている。
②同じお皿を使う。
③るしあの部屋にまふまふのCDがある。
④似ているくまちゃんのぬいぐるみを投稿する。
#コレコレ #まふまふ #潤羽るしあ https://t.co/AGn2WHC…",0,719,1373970343874809858,gvL4MLS7GIxdQcU,Alisa_。,坂田家＆天月リスナー,21,0,2021-03-22_21:11:19,False,http://pbs.twimg.com/profile_images/1373970646699364356/ljxSBXjm_normal.jpg,,
1493804322018131968,2022-02-16_13:27:58,"RT @uni_nandemoya: 3月23日発売
「まふまふ トリビュートアルバム 〜転生〜」
参加アーティストが追加発表されました！

＜ボーカリスト＞
西川貴教
不破湊
まぬんちゃん

＜編曲＞
かいりきベア
１５０Ｐ
宇都圭輝
AtRバンド
まふまふバンド

収録曲も…",0,8229,754193500959191040,SaltyHotHead,เปื่อยกว่านี้ไม่มีอีกแล้ว,歌いて • まふまふ • そらる • AtR • TH/ENG,177,20,2016-07-16_14:58:37,False,http://pbs.twimg.com/profile_images/1386340529525329937/RkVyscaT_normal.jpg,,
1493804073153601536,2022-02-16_13:26:59,"kemu、Neru、150P、ベア、ギガ、ざうにってすごいメンツ。
絶対まふまふ僕の100選見てる…",1,0,1312034357020827654,zl4notddxhqb3SV,おぷち,ボカロリスナー🎹🎸│下のリンクは#ボカロ100選 │ 最近はれるりり、Glueなど聞きます│2022年もよろしくね │@VocaloidQのメンバー,537,341,2020-10-02_23:21:20,False,http://pbs.twimg.com/profile_images/1460962125481136128/E75er04d_normal.jpg,,https://t.co/oAtzwV6YWl
1493804064164909060,2022-02-16_13:26:57,@yullie_eilluy @Ycsj20x96eZcltA @uruharushia まふまふに許可取って、どうぞ,0,0,784257125132345344,yananavg,ドロップバックス,,27,6,2016-10-07_14:00:44,False,http://pbs.twimg.com/profile_images/1062924762924515328/QTgjTHRV_normal.jpg,,https://t.co/9V0YddH7yK
1493804041259737088,2022-02-16_13:26:51,"RT @uni_nandemoya: 3月23日発売
「まふまふ トリビュートアルバム 〜転生〜」
参加アーティストが追加発表されました！

＜ボーカリスト＞
西川貴教
不破湊
まぬんちゃん

＜編曲＞
かいりきベア
１５０Ｐ
宇都圭輝
AtRバンド
まふまふバンド

収録曲も…",0,8229,203846205,akisemomo,闇の蕎麦屋•桃🍑根菜の茹で湯豆腐🚢💚💜❤️💛,桃🍑です。MMDを遊んでいる。リヴァイ狂愛♥リヴァエレ👍🏻〜リヴァイ左固定。焦凍くんカワイイ💕フレデリカ🌸伊織🌸担当P💗 TRIGGER最高🙏🏻💕✨虎於のアホ毛可愛く食べたい🐯💓剛士カッコイイ💖🚢💚💜❤💛超絶望成人済うぷぷぷ〜,904,145,2010-10-17_18:03:40,False,http://pbs.twimg.com/profile_images/1422903116484145154/WW-w3d7Z_normal.jpg,http://abs.twimg.com/images/themes/theme16/bg.gif,https://t.co/wMgxrxR3Up
